,utteranceID,Group_x,Start_x,End_x,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,Utterance,Start_y,End_y,Group_y,Participant,Transcript
1118,Group_06_58,Group_06,223.5,226.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,223.5,226.56,6,1,Big blue was forty
1119,Group_06_59,Group_06,239.41,243.39,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,239.41,243.39,6,2,I would say yellow is like forty five but we could say fifty since we're
1120,Group_06_60,Group_06,237.36,240.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,237.36,240.75,6,1,I would say that it is at least closest to fifty
1121,Group_06_61,Group_06,243.57,246.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,243.57,246.33,6,2,Forced with these
1122,Group_06_62,Group_06,246.39,248.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,246.39,248.73,6,1,Alright
1123,Group_06_63,Group_06,253.86,255.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,253.86,255.84,6,2,Sweet
1124,Group_06_64,Group_06,258.08,261.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,258.08,261.46,6,4,Have you filled it out on the computer you guys are group six
1125,Group_06_65,Group_06,256.35,257.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,256.35,257.34,6,3,I think we're done
1126,Group_06_66,Group_06,261.83,264.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,261.83,264.54,6,2,Ok nice
1127,Group_06_67,Group_06,268.74,271.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,268.74,271.38,6,1,Yellow is fifty
1128,Group_06_68,Group_06,273.39,278.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,273.39,278.25,6,2,Green's twenty big blue's thirty
1129,Group_06_69,Group_06,278.11,279.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,278.11,279.48,6,3,Yeah I guess that one's
1130,Group_06_70,Group_06,280.11,286.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,280.11,286.44,6,3,I think that one's purple so blue was ten and then purple was thirty
1131,Group_06_71,Group_06,282.21,282.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,282.21,282.5,6,2,Oh that's purple you're right
1132,Group_06_72,Group_06,286.5,288.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,286.5,288.48,6,2,Yes
1133,Group_06_73,Group_06,291.99,299.55,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,291.99,299.55,6,3,So red was ten yellow was fifty we're great
1134,Group_06_74,Group_06,294.75,295.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,294.75,295.92,6,2,We got it right good job team
1135,Group_06_75,Group_06,304.38,308.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,304.38,308.52,6,4,You need to now determine the weight of this mystery block
1136,Group_06_76,Group_06,308.82,314.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,308.82,314.61,6,4,Without using the scale you will have two attempts to enter it correctly onto this survey and you can now begin
1137,Group_06_77,Group_06,314.94,315.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,314.94,315.58,6,3,Alright guys
1138,Group_06_78,Group_06,315.66,318.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78,315.66,318.27,6,2,Fun oh boy
1139,Group_06_79,Group_06,318.33,320.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,318.33,320.7,6,3,Is it heavy
1140,Group_06_80,Group_06,321.27,324.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,321.27,324.69,6,2,We should each do it separate and see what we think
1141,Group_06_81,Group_06,324.75,325.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,324.75,325.91,6,3,Just don't say it until you
1142,Group_06_82,Group_06,325.75,327.51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,325.75,327.51,6,2,Yeah exactly
1143,Group_06_83,Group_06,331.65,336.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,331.65,336.15,6,3,Oh I guess we can see it
1144,Group_06_84,Group_06,339.33,340.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,339.33,340.16,6,2,Ok  
1145,Group_06_85,Group_06,368.76,374.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,368.76,374.55,6,2,We can't use the scale but what else do we have that can be
1146,Group_06_86,Group_06,380.83,383.46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,380.83,383.46,6,2,Are we allowed to make our own scales is there rules
1147,Group_06_87,Group_06,377.79,381.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,377.79,381.02,6,1,I don't think she intends for us
1148,Group_06_88,Group_06,385.26,388.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,385.26,388.8,6,2,Or are you not allowed to tell us what we are allowed to do
1149,Group_06_89,Group_06,389.01,390.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,389.01,390.99,6,4,You guys are just problem solving
1150,Group_06_90,Group_06,395.16,399.72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,395.16,399.72,6,2,That's about as even as I can get it unless somebody can
1151,Group_06_91,Group_06,394.59,395.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,394.59,395.67,6,3,I like your idea
1152,Group_06_92,Group_06,399.75,402.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92,399.75,402.75,6,2,We're getting close
1153,Group_06_93,Group_06,406.41,412.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,93,406.41,412.14,6,2,But let's let him do hands and then we'll we'll play with that but I'm thinking
1154,Group_06_94,Group_06,412.65,414.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,412.65,414.66,6,2,More right yeah
1155,Group_06_95,Group_06,416.22,419.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,416.22,419.4,6,2,Yeah maybe one of these
1156,Group_06_96,Group_06,417.17,418.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,417.17,418.42,6,3,I'm interested in this
1157,Group_06_97,Group_06,422.19,424.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,422.19,424.8,6,3,Oh that's a heavy one
1158,Group_06_98,Group_06,424.95,427.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,424.95,427.35,6,2,Yeah
1159,Group_06_99,Group_06,427.47,429.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,427.47,429.9,6,3,Ok
1160,Group_06_100,Group_06,432.21,437.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,432.21,437.07,6,2,Yeah so if you held if you hold them all in one and like yeah
1161,Group_06_101,Group_06,434.56,435.84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,434.56,435.84,6,3,Which ones twenty this one
1162,Group_06_102,Group_06,437.4,439.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,437.4,439.38,6,2,Um yeah
1163,Group_06_103,Group_06,443.31,447.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,443.31,447.78,6,2,So now you've got forty on there now you've got
1164,Group_06_104,Group_06,452.79,463.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,452.79,463.65,6,1,Let's see how callibrated this is or
1165,Group_06_105,Group_06,457.84,463.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105,457.84,463.65,6,2,Yeah oh yeah yeah put your ten and your ten let's callibrate our little scale
1166,Group_06_106,Group_06,465.93,467.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,465.93,467.67,6,2,So even when they're equal it leans
1167,Group_06_107,Group_06,766.92,470.85,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,466.92,470.85,6,1,It leans slowly that way
1168,Group_06_108,Group_06,472.38,474.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108,472.38,474.9,6,1,Let's try the thirty and then
1169,Group_06_109,Group_06,474.99,481.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,474.99,481.42,6,1,Purple and then let's put green and a ten
1170,Group_06_110,Group_06,479.83,483.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,479.83,483.6,6,3,Alright alright lemme just lemme just give it a go here
1171,Group_06_111,Group_06,483.72,488.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,483.72,488.91,6,3,Alright so how much do we have here one twenty total
1172,Group_06_112,Group_06,486.47,487.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112,486.47,487.67,6,2,One twenty total
1173,Group_06_113,Group_06,491.66,495.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,491.66,495.67,6,2,That felt to me like it was heavier than all of those
1174,Group_06_114,Group_06,488.94,498.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,488.94,498.63,6,3,So it's gotta be like a like heavier so it's over one twenty we know that so it's over one twenty
1175,Group_06_115,Group_06,498.84,504.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,498.84,504.3,6,3,I think we can all agree on that how heavier how heavy would you say
1176,Group_06_116,Group_06,500.01,500.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,500.01,500.92,6,2,I would agree with that
1177,Group_06_117,Group_06,504.51,508.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,504.51,508.32,6,3,We've only got two choices above oh we have three choices above
1178,Group_06_118,Group_06,509.22,514.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,509.22,514.25,6,1,Well and it could be past the end of sheet if they're trying to be tricky
1179,Group_06_119,Group_06,513.92,517.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,513.92,517.68,6,2,Yeah she gives us up to one fifty on our survey
1180,Group_06_120,Group_06,519.25,529.86,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,519.25,529.86,6,2,Who can think of any other oh is there a liquid in there let's do some density stuff let's see drop the blocks into his coffee see how much it goes up
1181,Group_06_121,Group_06,520.75,523.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,520.75,523.5,6,1,Let me see um yes I can 
1182,Group_06_122,Group_06,518.46,519.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,518.46,519.42,6,3,Alright let me see  
1183,Group_06_123,Group_06,530.22,532.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,530.22,532.84,6,1,Drink enough coffee until it weighs the weight is
1184,Group_06_124,Group_06,531.34,532.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,531.34,532.48,6,2,What's the what's the
1185,Group_06_125,Group_06,532.95,534.84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,532.95,534.84,6,3,How much is the yellow one again
1186,Group_06_126,Group_06,534.93,535.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126,534.93,535.84,6,2,That one was fifty
1187,Group_06_127,Group_06,536.31,537.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,536.31,537.18,6,3,Fifty
1188,Group_06_128,Group_06,537.45,539.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,537.45,539.94,6,3,Alright so I would say I would say
1189,Group_06_129,Group_06,540.57,545.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,540.57,545.07,6,3,We have one twenty we got at least forty so I would say one sixty
1190,Group_06_130,Group_06,545.19,548.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,545.19,548.16,6,3,So one fifty is the highest yeah
1191,Group_06_131,Group_06,546.15,546.56,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,546.15,546.56,6,2,Yeah
1192,Group_06_132,Group_06,548.22,550.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,548.22,550.91,6,2,I'm I'm good with it it's real heavy
1193,Group_06_133,Group_06,558.75,553.77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133,548.75,553.77,6,3,Here if anybody wants to yeah it's heavy
1194,Group_06_134,Group_06,556.95,560.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,556.95,560.34,6,3,These are the only I would go higher than one fifty
1195,Group_06_135,Group_06,559.08,560.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135,559.08,560.34,6,2,Yeah
1196,Group_06_136,Group_06,560.49,564.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,560.49,564.03,6,1,See if some of these blocks weigh similar to my coffee
1197,Group_06_137,Group_06,560.92,562.84,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,560.92,562.84,6,2,That's definitely our only options
1198,Group_06_138,Group_06,566.55,568.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,566.55,568.77,6,3,Do you know how much the coffee weighs though
1199,Group_06_139,Group_06,570.05,572.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,570.05,572.25,6,2,If he just said it off the bat I would be like wow
1200,Group_06_140,Group_06,569.13,577.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,569.13,577.86,6,1,I wonder if we can guess it's similar in weight to these three
1201,Group_06_141,Group_06,575.5,576.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,575.5,576.02,6,3,Alright 
1202,Group_06_142,Group_06,578.37,589.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,578.37,589.08,6,1,So we can use that as an estimate or we can but we know how much these three weigh and if its about the same as the coffee
1203,Group_06_143,Group_06,581.25,587.08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,581.25,587.08,6,3,Yeah we don't know how much the coffee weighs though true
1204,Group_06_144,Group_06,589.95,593.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,589.95,593.42,6,2,Oh then we can start adding more is what he's saying ok got it
1205,Group_06_145,Group_06,589.83,594.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145,589.83,594.36,6,3,Then yeah the coffe oh ok 
1206,Group_06_146,Group_06,594.66,601.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,594.66,601.74,6,2,So and these three would be yellow purple and blue which would be a hundred right no ninety
1207,Group_06_147,Group_06,602.49,605.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,147,602.49,605.4,6,1,Yeah if you wanna see and feel it and make sure it's
1208,Group_06_148,Group_06,602.49,603.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148,602.49,603.08,6,2,So
1209,Group_06_149,Group_06,606.21,608.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,606.21,608.19,6,1,Roughly the same
1210,Group_06_150,Group_06,611.88,615.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150,611.88,615.87,6,2,Sure this might even be a tad tad heavier but
1211,Group_06_151,Group_06,620.4,623.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,620.4,623.22,6,2,Sorry
1212,Group_06_152,Group_06,624.84,628.75,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,152,624.84,628.75,6,2,I mean that does seem like we're getting closer interesting
1213,Group_06_153,Group_06,627.25,630.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,627.25,630.72,6,3,So what do you have there two hundred
1214,Group_06_154,Group_06,631.65,639.24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154,631.65,639.24,6,2,Yeah ninety plus ninety so one eighty yeah I think the heaviest option and if it's wrong go one forty
1215,Group_06_155,Group_06,634.08,636.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,634.08,636.92,6,3,One eighty yeah
1216,Group_06_156,Group_06,639.75,642.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,639.75,642.99,6,2,And we get two tries
1217,Group_06_157,Group_06,644.25,646.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,644.25,646.23,6,2,Here's a hint
1218,Group_06_158,Group_06,648.42,650.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,648.42,650.76,6,3,Ah think of a pattern
1219,Group_06_159,Group_06,648.66,649.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,648.66,649.25,6,1,Oh
1220,Group_06_160,Group_06,652.14,654.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,652.14,654.12,6,1,Ten ten
1221,Group_06_161,Group_06,655.41,657.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,655.41,657.39,6,1,Twenty
1222,Group_06_162,Group_06,658.35,663.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,658.35,663.57,6,1,Thirty oh it's the sum of the previous two weights
1223,Group_06_163,Group_06,664.14,668.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,664.14,668.58,6,1,Ten and ten make twenty ten and twenty make thirty twenty thirty fifty
1224,Group_06_164,Group_06,669.24,671.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,669.24,671.22,6,2,Fifty thirty eighty
1225,Group_06_165,Group_06,672.0,679.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,165,672.0,679.25,6,2,There's no way that's eighty it feels way heavier but the pattern sticks
1226,Group_06_166,Group_06,675.75,679.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166,675.75,679.5,6,3,Hey I'm that's some sound logic right there yeah
1227,Group_06_167,Group_06,680.94,682.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,167,680.94,682.02,6,3,I like that idea
1228,Group_06_168,Group_06,687.67,693.21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,687.67,693.21,6,3,Cause it's definitely not one fifty anyways so we might as well just
1229,Group_06_169,Group_06,684.75,687.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,684.75,687.25,6,2,Yeah I guess now that my I mean
1230,Group_06_170,Group_06,696.24,701.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170,696.24,701.5,6,3,What do you guys think that makes sense yeah
1231,Group_06_171,Group_06,697.35,702.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,697.35,702.6,6,1,I I feel like it it I think it feels heaiver but
1232,Group_06_172,Group_06,705.18,712.56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172,705.18,712.56,6,2,Why can't I think of what this pattern is right now the name for this pattern fib yeah so are we we're doing fib
1233,Group_06_173,Group_06,707.68,710.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,173,707.68,710.84,6,3,What do you no so like here here's the first one yeah
1234,Group_06_174,Group_06,708.08,710.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,174,708.08,710.33,6,1,It's the fibonacci sequence
1235,Group_06_175,Group_06,712.77,715.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,712.77,715.23,6,2,So then that would be there
1236,Group_06_176,Group_06,717.08,720.01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,717.08,720.01,6,3,Are you guys good with eighty
1237,Group_06_177,Group_06,715.95,725.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,715.95,725.01,6,2,It's a good I mean it's the best we got I'm I'm ok with it I stand I stand to lose nothing here
1238,Group_06_178,Group_06,720.66,723.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,178,720.66,723.5,6,1,Yeah I'll be willing to trust the hint
1239,Group_06_179,Group_06,726.15,728.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,179,726.15,728.01,6,2,We got it so given the hint
1240,Group_06_180,Group_06,725.16,729.87,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,725.16,729.87,6,3,Eighty grams we're geniuses
1241,Group_06_181,Group_06,732.43,734.04,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,732.43,734.04,6,3,It's way heavier than eighty
1242,Group_06_182,Group_06,730.62,732.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,182,730.62,732.75,6,2,Gosh this thing felt like way heavier to me
1243,Group_06_183,Group_06,739.17,746.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,739.17,746.34,6,4,For the final part of the task read the scenario survey and estimate the weight of the 
1244,Group_06_184,Group_06,734.13,735.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,734.13,735.08,6,1,We're done with this part 
1245,Group_06_185,Group_06,734.63,740.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,734.63,740.83,6,3,Yeah I think that's an idication of the alright can we get the scale back real quIck
1246,Group_06_186,Group_06,734.16,737.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,734.16,737.33,6,2,Yeah I want to see these on a scale full of
1247,Group_06_187,Group_06,746.4,752.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,746.4,752.16,6,4,Of the missing second mystery block you will have two attempts to estimate and explain your answer you can now continue the survey
1248,Group_06_188,Group_06,752.25,758.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,188,752.25,758.4,6,2,Yeah I mean we feel like we're there already so fifty plus eighty is one thirty
1249,Group_06_189,Group_06,758.91,761.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,758.91,761.46,6,2,So I'd say a missing would be one thirty
1250,Group_06_190,Group_06,761.67,764.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,761.67,764.28,6,2,And I would say the explanation is fib
1251,Group_06_191,Group_06,768.42,771.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,768.42,771.67,6,3,Alright so one thirty then
1252,Group_06_192,Group_06,769.5,772.53,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192,769.5,772.53,6,2,Yep yep
1253,Group_06_193,Group_06,776.16,779.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,193,776.16,779.17,6,3,One or two sentences who wants to be a literary
1254,Group_06_194,Group_06,780.48,781.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,780.48,781.33,6,1,I've got it
1255,Group_06_195,Group_06,781.41,784.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,195,781.41,784.08,6,2,Cool
1256,Group_06_196,Group_06,784.68,786.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,784.68,786.66,6,2,Given the clue
1257,Group_06_197,Group_06,789.83,792.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,197,789.83,792.27,6,2,Yeah I wouldn't have picked that up that's fun
1258,Group_06_198,Group_06,812.43,815.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,198,812.43,815.4,6,2,eighty plus fifty plus
1259,Group_06_199,Group_06,824.84,826.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,199,824.84,826.11,6,2,Did it
1260,Group_06_200,Group_06,823.77,824.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,823.77,824.75,6,1,We're done  
1261,Group_07_0,Group_07,2.9,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,5.15,7,4,I need to callibrate my cameras first
1262,Group_07_1,Group_07,13.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.67,16.67,7,4,Okay um and if you could flip that paper over for me
1263,Group_07_2,Group_07,18.0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.0,19.5,7,4,There will be content on that paper
1264,Group_07_3,Group_07,22.25,25.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22.25,25.23,7,4,Okay the task that you are completing is called the weights task
1265,Group_07_4,Group_07,26.0,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26.0,30.25,7,4,In part one you will work together to determine the weights of the five colorable cubes
1266,Group_07_5,Group_07,30.9,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30.9,33.5,7,4,I will tell you that the red cube is ten grams
1267,Group_07_6,Group_07,34.59,37.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34.59,37.83,7,4,You will determine the weights of the remaining cubes using the scale here
1268,Group_07_7,Group_07,39.33,43.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39.33,43.58,7,4,All of the weights are in intervals of ten grams so you don't need to touch the slider on the scale
